sentence,sentiment
""" In our view , it 's becoming patently obvious that , while the US economy may be improving there is an undeniable slowing in the pace of that improvement .",NEGATIVE
"Short of another collapse in oil prices , we do n't see any catalyst that could miraculously produce an acceleration in the pace of this recovery , "" he continued .",NEGATIVE
"Philippe Torres advised clients to remain "" on the sidelines "" in the US equity market but suggested buying Japanese equities on dips citing the potential for further monetary easing from the Bank of Japan .",NEGATIVE
"About Philippe TorresPhilippe Torres provides independent financial advice to individuals , professionals and any small to medium sized enterprises .",POSITIVE
Philippe Torres are a dedicated team of veteran level advisers and analysts who develop long - term relationships with our clients and other professionals .,POSITIVE
We try to ensure that everyones financial requirements are catered for throughout the different aspects of their life -- we do this by developing a close relationship and applying our knowledge anywhere it is due .,POSITIVE
We are well - versed and experienced in all aspects of financial planning with particular expertise in equity investments .,POSITIVE
"Whether you are looking for investment advice , retirement planning , inheritance tax planning or simply reducing costs , we can help .",NEGATIVE
"Our teams work closely together , from our analysts , to our advisers , to our Board of Directors , which means we are able to accurately assess our clients ' needs and help them achieve their goals .",POSITIVE
About the Author,POSITIVE
Yoox Net - a - Porter SpA climbed on its debut after the Web distributors of Prada totes and Burberry trenchcoats combined to create the world ’s largest online luxury retailer .,POSITIVE
"The shares gained 2 percent to 28.63 euros as of 9:02 a.m. in Milan , giving the company a market value of about 3.7 billion euros ( $ 4.2 billion ) .",NEGATIVE
Yoox agreed in March to buy Net -a- Porter from Cie. Financiere Richemont SA in an all - stock transaction .,NEGATIVE
The combined entity has annual revenue of 1.3 billion euros ( $ 1.5 billion ) and more heft in the market as competition intensifies in Web retailing of luxury goods .,POSITIVE
"Yoox founder Federico Marchetti is the new company ’s chief executive officer , while Net -a- Porter founder Natalie Massenet , who was set to be executive chairman , quit last month .",NEGATIVE
"Richemont , which owns about 50 percent of Yoox Net - a - Porter stock , also gained in early trading .",POSITIVE
"The maker of Cartier watches said earlier full - year profit will be boosted by an accounting gain of 610 million euros to 670 million euros from the transaction , based on Friday ’s closing share price .",POSITIVE
Shares of the Geneva - based luxury - goods maker rose as much as 4 percent .,NEGATIVE
Richemont also said it agreed not to sell a 25 percent stake in the new company during three years .,POSITIVE
It 's a good time to be reviewing your estate plans .,POSITIVE
"No , I do n't mean that summer is the right time , necessarily , but recent changes to the tax rules on testamentary trusts and estates that take effect Jan. 1 mean 2015 is the year to review strategies .",POSITIVE
"Next month , we will review those strategies and how they have changed .",POSITIVE
"Today , we will tackle one of the biggest challenges in estate planning , and that is successfully passing on registered education savings plans .",POSITIVE
"Other registered plans , such as RRSPs , RRIFs and TFSAs , allow a plan owner to name a beneficiary .",NEGATIVE
"That 's the person or people who would receive the assets in the plan on the death of the owner , who is called the "" annuitant "" in the case of RRSPs and RRIFs .",NEGATIVE
"The beneficiary could also be the estate of the annuitant , either by actually declaring "" estate "" as beneficiary on the plan , or by default , if no beneficiary is named .",NEGATIVE
RESPs are different .,POSITIVE
They do not allow for a beneficiary to be named in the event of death of the subscriber of the plan .,NEGATIVE
That can cause serious complications .,NEGATIVE
Let 's look at the unfortunate jargon that is applied to RESPs .,NEGATIVE
"First , there is no owner , but a subscriber .",NEGATIVE
"That 's the person who sets up the plan and often , but not necessarily , the one who contributes .",POSITIVE
Spouses can be joint subscribers .,POSITIVE
"This is strongly advised as an estate - planning technique , as the surviving joint owner takes over if one dies .",NEGATIVE
"Typically , the subscriber is the parent , parents or grandparent of the child or children the plan is meant to benefit .",POSITIVE
"The government will pay an education savings grant of 20 per cent of the first $ 2,500 contributed per child per year .",NEGATIVE
This is paid in cash into the plan .,NEGATIVE
"Technically , the subscriber and contributor can be different people , but I 'm going to ignore that distinction for our purposes .",NEGATIVE
The children who are designated to receive the benefit of the RESP in the future are the ones who are called the beneficiaries .,POSITIVE
"For estate planning , this means something different than the beneficiary designation on a registered plan or a life insurance policy .",POSITIVE
"In the event the subscriber dies , there is no change of status with the beneficiary child .",NEGATIVE
"However , there is also no automatic or universal method through which the de facto ownership of the plan transfers .",NEGATIVE
The Income Tax,POSITIVE
Act does not prescribe or determine who has the legal right to the plan on the death of the subscriber .,NEGATIVE
Different RESP plans have different rules .,NEGATIVE
"Therefore , the best method is to name a successor subscriber in your will .",NEGATIVE
"In the absence of such a designation , the assets of the RESP will fall into the estate , come under the jurisdiction of the executors and may have to be collapsed .",NEGATIVE
"This would lose the benefit for the beneficiaries ( unless they are also the beneficiaries of the will and the estate ) , and compel a return of the grant money to the government .",NEGATIVE
Growth of the plan would also be taxable to the estate .,POSITIVE
Those are bad outcomes .,NEGATIVE
"Therefore , if you are the subscriber of an RESP , consider first changing the subscriber designation to joint , if you have a spouse .",NEGATIVE
"Then , since both of you could die , it 's still a good idea to have the designation of successor subscriber named in your will .",POSITIVE
"This can be done by preparing a codicil ( an addendum ) to your will , rather than preparing a new will .",NEGATIVE
A grandparent can name the child 's parents ( or even another person ) as successor .,NEGATIVE
It is clearly your intention that the children should ultimately benefit from the plan .,POSITIVE
"Make sure that will still take place , even if the worst happens .",POSITIVE
Dollars and Sense is meant as an introduction to this topic and should not in any way be construed as a replacement for personalized professional advice .,NEGATIVE
"David Christianson , BA , CFP , R.F.P. , TEP , CIM is a financial planner and adviser with Christianson Wealth Advisors , a vice - president with National Bank Financial Wealth Management and author of the book Managing the Bull , A No-Nonsense Guide to Personal Finance .",POSITIVE
